,Eg,FE,SE,DE,511
237,2430.0,0.22648939633920379,0.021718340841091473,0.003943576222428122,0.014820768802694137
238,2440.0,0.22562554357588196,0.021857270458711345,0.00406436172743964,0.014780758746485148
239,2450.0,0.2250992424974502,0.022129837841295814,0.004062683262844407,0.014904117900412739
240,2460.0,0.224425327140089,0.02218438595125643,0.0042017850440465195,0.015548065871063173
241,2470.0,0.22440493270785117,0.02222797938236808,0.004208910561053421,0.015137153380300436
242,2480.0,0.22345676791420008,0.022763928722077754,0.00416063403113606,0.015472889737065313
243,2490.0,0.22374260533609025,0.022637677252061773,0.004206587227806738,0.0152830178307216
244,2500.0,0.2223301717582024,0.022863409468477654,0.004255551039563273,0.015883951067163234
245,2510.0,0.22248657188994514,0.023286842145949907,0.004279700526891967,0.015907854174029342
246,2520.0,0.22162482326130753,0.02301069193042269,0.004316408799156706,0.016066276436682833
247,2530.0,0.22148949081899594,0.02322622325492253,0.004261875907390161,0.015923809024119183
248,2540.0,0.22043410407224442,0.024091508112838427,0.004311868726561732,0.016624418661949383
249,2550.0,0.21989295265182635,0.02383477408952931,0.004508332352902262,0.016207007806892267
250,2560.0,0.22028209967699913,0.02394957969938949,0.004430751705500856,0.016608962006524192
251,2570.0,0.2192844324211978,0.02432262751622142,0.004400444058463151,0.016681546360440443
252,2580.0,0.21867408857428014,0.024470822817977377,0.004494932142605019,0.01663045617064693
253,2590.0,0.2186624833184711,0.024920742375014855,0.004338553909343813,0.01707696643739893
254,2600.0,0.21893011401284632,0.02485938564514598,0.004417953755308683,0.017080752705196295
255,2610.0,0.21831743532865225,0.024889954102885862,0.004469813695429854,0.017390319620963154
256,2620.0,0.217780025019666,0.02534447882010272,0.004698403848307682,0.017280183448790083
257,2630.0,0.21712742400474877,0.025167399863990515,0.004549576222444091,0.01725126308966871
258,2640.0,0.2158842578400868,0.02618643942940944,0.0046410808713028455,0.017627807081958772
259,2650.0,0.2155170391340458,0.026060997939266063,0.004731395916833504,0.01769620277786918
260,2660.0,0.21583712733850588,0.025964194096453154,0.004709329909973407,0.017806250560251084
261,2670.0,0.2155480452090101,0.026154430534436255,0.0047204226980655664,0.017912199982225353
262,2680.0,0.21380151732429192,0.02669368190972675,0.0047168277401105525,0.01854678761739
263,2690.0,0.2141867712816256,0.027011357596476198,0.004729938452165838,0.018467804345658836
264,2700.0,0.21421635058768376,0.026906775686658956,0.004760965749737841,0.018225971371861212
265,2710.0,0.213219451293603,0.027255707572499163,0.004807646942981124,0.018944418311032763
266,2720.0,0.2129518780634455,0.027064082131955693,0.0048099854990039355,0.018614566674315394
267,2730.0,0.2123060515117621,0.02747336088359576,0.004719024406018677,0.019085524062064114
268,2740.0,0.21184404864522832,0.02763597023265481,0.004802218000047799,0.01881130944241195
269,2750.0,0.21193717509800394,0.02754784609905035,0.004799329750085027,0.019034785788356396
270,2760.0,0.21098337810495912,0.028151521169353943,0.004688094428262438,0.019578743305105152
271,2770.0,0.21100036360664556,0.028533661766364522,0.004970989354939172,0.019365828547690683
272,2780.0,0.20911478198957037,0.028320072626134014,0.005037661244575578,0.019280032214787586
273,2790.0,0.21004670312987186,0.02816268645316718,0.004784456391759651,0.019628539043116518
274,2800.0,0.20892097575804885,0.028584871241716037,0.004916725383274771,0.020043417789097892
275,2810.0,0.20860517938751597,0.029052423197956537,0.005047461122563163,0.020105064099471746
276,2820.0,0.20885082967309035,0.02896217853466758,0.004896238993673599,0.019933770533688566
277,2830.0,0.2082081761260959,0.029212334244250904,0.005089936317552929,0.020208574010409132
278,2840.0,0.20742169649848774,0.02962371005248878,0.005112495997415892,0.020362629513938094
279,2850.0,0.20670797722849438,0.030067570561549593,0.005169952133166899,0.02040948423812292
280,2860.0,0.20689783459892858,0.029756565016707856,0.005125941856326414,0.020692783718515233
281,2870.0,0.20701332414932908,0.03012615863064003,0.005196698642004596,0.02072382245521856
282,2880.0,0.2065766982363106,0.029955566410915097,0.005274394185738048,0.021091591614798164
283,2890.0,0.20522504364793184,0.030426577577974748,0.005333822895188055,0.02132634346461322
284,2900.0,0.20394340077880554,0.030546215762173243,0.0051561311257847,0.021037371407795526
285,2910.0,0.20461244140436524,0.03092916680955808,0.005325915316635805,0.021385233347416228
286,2920.0,0.20503377232040926,0.031019334231043503,0.005408989004062497,0.021458296599119155
287,2930.0,0.20522349931690378,0.031133017940101516,0.005391966813485688,0.021748537386116675
288,2940.0,0.20396696469601885,0.031337266442108304,0.005276790364085215,0.02153698538802702
289,2950.0,0.2025574573296457,0.031718482262093485,0.005482370517337879,0.021701111354439567
290,2960.0,0.20217725509401122,0.03169598653261635,0.005338743142326233,0.02155186030319009
291,2970.0,0.20158325627280596,0.03199708602588809,0.005323553160524196,0.021969287612142584
292,2980.0,0.20123898300603513,0.03229765065433584,0.005482355149092857,0.022224736793735895
293,2990.0,0.20104701847060952,0.03191830918104255,0.005455741309494213,0.022137761584404194
294,3000.0,0.20092721967567112,0.032340366513777724,0.005554198267209224,0.022251757202191132
295,3010.0,0.19990017365785026,0.0323351231168389,0.005401802551840693,0.022671267783594393
296,3020.0,0.20054404327729458,0.032769280209813505,0.005460336037798549,0.022785661944082065
297,3030.0,0.19914217907648116,0.03239667532766086,0.005466150469881277,0.02252294710125905
298,3040.0,0.19977065620878667,0.03285194697288761,0.005532288724935226,0.02278376079075418
299,3050.0,0.1999272177022972,0.0330310761905314,0.005568554230404959,0.022924833409658844
300,3060.0,0.19876562901433234,0.03352253521567135,0.005646112819542344,0.022807589342174747
301,3070.0,0.19814490587839528,0.033639055351069855,0.005638380730006002,0.023229294676520965
302,3080.0,0.19788493777287208,0.033513188692061234,0.0055431624135171996,0.023496861532618575
303,3090.0,0.19742622640510143,0.03345325371260494,0.0055638690000134475,0.0232946366328116
304,3100.0,0.19625427350252503,0.03431662489620263,0.0057139581815465685,0.02364914024107266
305,3110.0,0.19589772973243202,0.033800229333369805,0.005791740384169896,0.023785241041471054
306,3120.0,0.19535995924101401,0.03432875440986203,0.005778332418889963,0.024201032505395195
307,3130.0,0.19566847031323917,0.03439348451128627,0.005805337476001341,0.023947992805291925
308,3140.0,0.19507949149465637,0.03458717395013606,0.005867846979113191,0.024035972250475983
309,3150.0,0.19524141985191992,0.03467093994937201,0.005731832254903928,0.02428181725350766
310,3160.0,0.19495147813358174,0.03531686709384953,0.0057021436757298625,0.02426693430109448
311,3170.0,0.19330908011680065,0.03532049752130481,0.005868437133036446,0.02467110128372547
312,3180.0,0.19341440073842736,0.03537701178100204,0.005952673188774859,0.02481511403757261
313,3190.0,0.19377249771821914,0.03567803337392263,0.005825514449456121,0.02472671122919948
314,3200.0,0.19293215135119962,0.035672000777195165,0.005995517856667288,0.025239715676911436
315,3210.0,0.19245746182142742,0.035932752801440336,0.005963637948903148,0.025352623238195877
316,3220.0,0.19123814562231037,0.03571276108685092,0.006009325301051225,0.025320778691602958
317,3230.0,0.19233553272770537,0.036117375205565926,0.005874328349937879,0.025173306606700616
318,3240.0,0.19107213871730172,0.036083852026075405,0.005990163564796134,0.025111941918969365
319,3250.0,0.18998856267480232,0.03696009976567927,0.005970434971906755,0.02540209228753636
320,3260.0,0.19068221443287117,0.03647857734560189,0.005918081791292355,0.02588235326611503
321,3270.0,0.1898390514273543,0.03690304764758561,0.006147523483676406,0.026095638000952163
322,3280.0,0.19009507650818683,0.037064193548398884,0.005920722750211437,0.025874013752497056
323,3290.0,0.18985224430474962,0.036689465065307944,0.00622211764256571,0.02603063530650585
324,3300.0,0.18835648083474105,0.03753165115280994,0.006123160056210055,0.026354573746683856
325,3310.0,0.18839389369974593,0.03734958664320409,0.006024901187303487,0.026019891980227014
326,3320.0,0.1887363325877411,0.037894791478968765,0.006250687254262889,0.026426091700386768
327,3330.0,0.18872767866680162,0.03760740895404622,0.006074843106071977,0.026536752730801586
328,3340.0,0.18803272818221622,0.03799609551156178,0.006255953064403615,0.02676452813314414
329,3350.0,0.1878126440247433,0.038049682308505084,0.006451382012181625,0.027120026049943007
330,3360.0,0.1879226325406699,0.038056775758019544,0.006105314296652758,0.02657623364873252
331,3370.0,0.18752232972840396,0.03816132229349443,0.006248938533633222,0.02700018175260336
332,3380.0,0.18590947792575319,0.03881448245149485,0.006402632681544459,0.02710391523554071
333,3390.0,0.18548805405384158,0.03901743039636088,0.006362946348029371,0.02750526330328928
334,3400.0,0.18572376651088016,0.038343318686808646,0.006493126968546216,0.026893652506868804
335,3410.0,0.18513842853884482,0.038852464238439244,0.006382693682388684,0.027366303060111147
336,3420.0,0.18509463663794457,0.03917599484254626,0.006304861517599214,0.027466391398477424
337,3430.0,0.1840119423793328,0.03931425927484515,0.006264948543934353,0.027692170503451654
338,3440.0,0.183701581530061,0.03960098009741582,0.006509210963788514,0.027784730779938916
339,3450.0,0.1836355657525569,0.03955360832439508,0.006291983481137136,0.02794512201619099
340,3460.0,0.1839374367437099,0.03963451897834028,0.006293192808590046,0.028062455023203394
341,3470.0,0.1831623601218361,0.03963165282334816,0.006417052545784222,0.028325006625420007
342,3480.0,0.18380759575279607,0.03990031369397272,0.006425156301701601,0.028465848692744607
343,3490.0,0.18282441332979218,0.040141363726605005,0.006474755342385337,0.02820651396496591
344,3500.0,0.18196075198086406,0.040570508404622285,0.006654054949888461,0.028723898807611056
345,3510.0,0.18157920948623035,0.040841488280827565,0.006479513512213619,0.02859259907321268
346,3520.0,0.18122961825349795,0.04068739979124879,0.006401997201699357,0.0286238710036877
347,3530.0,0.1808491510631324,0.040910230311610764,0.006599419130050518,0.02887155641682039
348,3540.0,0.18073043117631543,0.0404990447910341,0.00648745631654239,0.028779641904143664
349,3550.0,0.17923144654723605,0.04080102679447811,0.0067550329113320665,0.029329376868745097
350,3560.0,0.17938952006009048,0.040699445674411076,0.006724335626534544,0.029431358045772897
351,3570.0,0.17932487386478213,0.041069792163808835,0.006674950022303704,0.029277423939922675
352,3580.0,0.1783475906504808,0.041269785944148304,0.006651130887381017,0.029556824510485136
353,3590.0,0.17898839165366476,0.040988575864517825,0.0066967782093126866,0.02953477589272785
354,3600.0,0.17739590270612657,0.04153344502549802,0.006848255775658195,0.029616457558378936
355,3610.0,0.1768394772442171,0.0417191906340384,0.006692165672873666,0.030065035248478356
356,3620.0,0.17732446449489783,0.04163978023486341,0.00669183060385235,0.029801779398384548
357,3630.0,0.1774915624292582,0.04185835171975522,0.006791250151401597,0.029986535922488934
